condition,subject,trial,su,rotation,rt,mt,ep
blocked,63,1,0.0,0.0,1283,184,-1.63
blocked,63,2,26.78,0.0,683,159,-1.46
blocked,63,3,26.78,0.0,759,174,-1.58
blocked,63,4,26.78,0.0,517,225,-1.55
blocked,63,5,0.0,0.0,483,92,-1.52
blocked,63,6,26.78,0.0,1833,159,-1.56
blocked,63,7,26.78,0.0,807,133,-1.58
blocked,63,8,0.0,0.0,759,175,-1.49
blocked,63,9,0.0,0.0,842,99,-1.57
blocked,63,10,0.0,0.0,667,125,-1.64
blocked,63,11,26.78,0.0,650,177,-1.52
blocked,63,12,26.78,0.0,500,115,-1.6
blocked,63,13,26.78,0.0,759,84,-1.57
blocked,63,14,0.0,0.0,1299,117,-1.53
blocked,63,15,0.0,0.0,859,91,-1.69
blocked,63,16,26.78,0.0,982,100,-1.53
blocked,63,17,26.78,0.0,1024,91,-1.53
blocked,63,18,0.0,0.0,903,88,-1.66
blocked,63,19,0.0,0.0,517,117,-1.56
blocked,63,20,0.0,0.0,517,125,-1.64
blocked,63,21,26.78,0.0,458,91,-1.64
blocked,63,22,26.78,0.0,491,100,-1.6
blocked,63,23,26.78,0.0,433,109,-1.58
blocked,63,24,26.78,0.0,852,100,-1.56
blocked,63,25,0.0,0.0,849,117,-1.66
blocked,63,26,26.78,0.0,808,100,-1.52
blocked,63,27,0.0,0.0,480,129,-1.62
blocked,63,28,0.0,0.0,992,83,-1.51
blocked,63,29,26.78,0.0,650,100,-1.52
blocked,63,30,0.0,0.26,949,91,-1.78
blocked,63,31,0.0,0.26,983,117,-1.74
blocked,63,32,0.0,0.26,950,124,-1.72
blocked,63,33,0.0,0.26,768,126,-1.71
blocked,63,34,0.0,0.26,959,91,-1.59
blocked,63,35,0.0,0.26,1174,142,-1.73
blocked,63,36,0.0,0.26,1408,125,-1.65
blocked,63,37,0.0,0.26,1125,117,-1.63
blocked,63,38,0.0,0.26,1206,141,-1.64
blocked,63,39,0.0,0.26,1050,132,-1.58
blocked,63,40,0.0,0.26,951,116,-1.51
blocked,63,41,0.0,0.26,1176,166,-1.7
blocked,63,42,0.0,0.26,1275,133,-1.64
blocked,63,43,0.0,0.26,748,159,-1.61
blocked,63,44,0.0,0.26,1150,200,-1.71
blocked,63,45,0.0,0.26,1422,134,-1.62
blocked,63,46,0.0,0.26,1262,123,-1.59
blocked,63,47,0.0,0.26,2017,118,-1.69
blocked,63,48,0.0,0.26,1209,133,-1.59
blocked,63,49,0.0,0.26,944,139,-1.69
blocked,63,50,0.0,0.26,1467,132,-1.66
