condition,subject,trial,state,t,x,y
blocked,34271051111,1,state_init,88123.0,67.9190520427415,864.0040877399131
blocked,34271051111,1,state_init,88131.0,67.9207210478948,864.0170287196382
blocked,34271051111,1,state_init,88140.0,67.92137010545429,864.0194008795878
blocked,34271051111,1,state_init,88148.0,67.92211188552244,864.0241028394878
blocked,34271051111,1,state_init,88156.0,67.91849570769034,864.0261890694435
blocked,34271051111,1,state_init,88164.0,67.91515769738373,864.0400619691486
blocked,34271051111,1,state_init,88173.0,67.9118196870773,864.0373085692072
blocked,34271051111,1,state_init,88181.0,67.90671994910889,864.0436837490716
blocked,34271051111,1,state_init,88189.0,67.89049351011869,864.0311663693377
blocked,34271051111,1,state_init,88197.0,67.86824010807493,864.0290907293818
blocked,34271051111,1,state_init,88206.0,67.83829073782431,864.0152813696753
blocked,34271051111,1,state_init,88214.0,67.8081559225567,864.0114583797565
blocked,34271051111,1,state_init,88222.0,67.80008906431584,864.0077306998357
blocked,34271051111,1,state_init,88230.0,67.79916183923069,864.0107064897726
blocked,34271051111,1,state_init,88239.0,67.79517477136443,864.0111300897635
blocked,34271051111,1,state_init,88247.0,67.79582382892409,864.01929497959
blocked,34271051111,1,state_init,88256.0,67.79471115882194,864.0264749994374
blocked,34271051111,1,state_init,88265.0,67.79072409095568,864.0327654593036
blocked,34271051111,1,state_init,88272.0,67.78812786071722,864.0332102392942
blocked,34271051111,1,state_init,88280.0,67.78525346295328,864.033972719278
blocked,34271051111,1,state_init,88289.0,67.76735801880977,864.0341315692747
blocked,34271051111,1,state_init,88297.0,67.75669493033047,864.03106046934
blocked,34271051111,1,state_init,88306.0,67.74501189425752,864.0288047993878
blocked,34271051111,1,state_init,88314.0,67.74287927656155,864.0363236992282
blocked,34271051111,1,state_init,88322.0,67.7418593289679,864.0353494192489
blocked,34271051111,1,state_init,88330.0,67.74139571642542,864.0379545591935
blocked,34271051111,1,state_init,88339.0,67.74093210388276,864.0469031090033
blocked,34271051111,1,state_init,88347.0,67.7400976013061,864.053458318864
blocked,34271051111,1,state_init,88356.0,67.73870676367846,864.0625657186704
blocked,34271051111,1,state_init,88364.0,67.73629597845701,864.0700528485114
blocked,34271051111,1,state_init,88372.0,67.73722320354216,864.0715248584801
blocked,34271051111,1,state_init,88380.0,67.73694503601666,864.0710800784896
blocked,34271051111,1,state_init,88389.0,67.7329579681504,864.0756125983931
blocked,34271051111,1,state_init,88397.0,67.73036173791195,864.0822842982515
blocked,34271051111,1,state_init,88406.0,67.71580430407505,864.0790225783207
blocked,34271051111,1,state_init,88414.0,67.68826571904589,864.0600664787236
blocked,34271051111,1,state_init,88423.0,67.65460744845467,864.0397019091564
blocked,34271051111,1,state_init,88431.0,67.63606294675151,864.0400196091496
blocked,34271051111,1,state_init,88439.0,67.6270688634255,864.0296625893695
blocked,34271051111,1,state_init,88447.0,67.6236381306104,864.0387699891762
blocked,34271051111,1,state_init,88456.0,67.6256780257977,864.0391088691689
blocked,34271051111,1,state_init,88464.0,67.62104190037195,864.03999842915
blocked,34271051111,1,state_init,88472.0,67.6240090206444,864.0502495489321
blocked,34271051111,1,state_init,88480.0,67.60972975433299,863.9772315004838
blocked,34271051111,1,state_init,88489.0,67.58858902239137,863.9189865017215
blocked,34271051111,1,state_init,88497.0,67.58460195452528,863.9080893919531
blocked,34271051111,1,state_init,88506.0,67.58515828957644,863.9152376418012
blocked,34271051111,1,state_init,88514.0,67.58302567188048,863.9209244716803
blocked,34271051111,1,state_init,88523.0,67.58219116930383,863.9220787816558
blocked,34271051111,1,state_init,88530.0,67.58024399662503,863.9239426216162
blocked,34271051111,1,state_init,88539.0,67.58163483425284,863.9356128013682
blocked,34271051111,1,state_init,88547.0,67.58015127411653,863.9397534912803
blocked,34271051111,1,state_init,88556.0,67.57876043648872,863.9451226211662
blocked,34271051111,1,state_init,88565.0,67.57866771398022,863.9495598310718
blocked,34271051111,1,state_init,88572.0,67.57764776638658,863.9598003608542
blocked,34271051111,1,state_init,88580.0,67.57468064611413,863.957078730912
blocked,34271051111,1,state_init,88589.0,67.57319708597782,863.9653389307365
blocked,34271051111,1,state_init,88597.0,67.57273347343533,863.9747640305362
blocked,34271051111,1,state_init,88606.0,67.57319708597782,863.979201240442
blocked,34271051111,1,state_init,88614.0,67.57226986089267,863.9811180304013
blocked,34271051111,1,state_init,88622.0,67.56930274062023,863.9857458603029
blocked,34271051111,1,state_init,88630.0,67.56754101295843,863.9881709702514
blocked,34271051111,1,state_init,88639.0,67.5254449940922,863.9677534506852
blocked,34271051111,1,state_init,88647.0,67.47620934207043,863.9359093213619
blocked,34271051111,1,state_init,88656.0,67.44551819175166,863.9206809016855
blocked,34271051111,1,state_init,88664.0,67.42233756462275,863.887947212381
blocked,34271051111,1,state_init,88672.0,67.40110411017264,863.8871741423975
blocked,34271051111,1,state_init,88680.0,67.3961898172214,863.8821544825042
blocked,34271051111,1,state_init,88689.0,67.37421458270313,863.8762558526296
blocked,34271051111,1,state_init,88697.0,67.36976390229438,863.8816885225141
blocked,34271051111,1,state_init,88706.0,67.36688950453043,863.8829805024867
blocked,34271051111,1,state_init,88714.0,67.36484960934297,863.8840077324649
blocked,34271051111,1,state_init,88722.0,67.36865123219224,863.8883814023719
blocked,34271051111,1,state_init,88730.0,67.36559138941112,863.892087902293
blocked,34271051111,1,state_init,88739.0,67.36290243666417,863.9044676120301
blocked,34271051111,1,state_init,88748.0,67.36466416432597,863.9066915119828
blocked,34271051111,1,state_init,88756.0,67.36318060418984,863.9148669918092
blocked,34271051111,1,state_init,88764.0,67.36308788168117,863.9167837817683
blocked,34271051111,1,state_init,88773.0,67.36225337910469,863.9255946615812
blocked,34271051111,1,state_init,88780.0,67.36197521157902,863.9282633415245
blocked,34271051111,1,state_init,88789.0,67.36030620642572,863.9379637813182
blocked,34271051111,1,state_init,88797.0,67.36086254147688,863.94494259117
blocked,34271051111,1,state_init,88806.0,67.36039892893422,863.9461074911452
blocked,34271051111,1,state_init,88814.0,67.36234610161318,863.956093860933
blocked,34271051111,1,state_init,88822.0,67.36067709645988,863.9613570908211
blocked,34271051111,1,state_init,88830.0,67.36021348391722,863.9699879406378
blocked,34271051111,1,state_init,88839.0,67.36012076140872,863.9807262004095
blocked,34271051111,1,state_init,88847.0,67.36104798649387,863.9932435801436
blocked,34271051111,1,state_init,88856.0,67.36076981896838,863.9912526601859
blocked,34271051111,1,state_init,88864.0,67.35863720127242,863.9940484201264
blocked,34271051111,1,state_init,88872.0,67.35937898134057,864.0081119398276
blocked,34271051111,1,state_init,88880.0,67.35539191347448,864.005972759873
blocked,34271051111,1,state_init,88889.0,67.35168301313388,864.0104205597786
blocked,34271051111,1,state_init,88897.0,67.35029217550607,864.0114689697563
blocked,34271051111,1,state_init,88906.0,67.34936495042092,864.018119489615
blocked,34271051111,1,state_init,88914.0,67.34899406038693,864.0319606193209
blocked,34271051111,1,state_init,88922.0,67.34917950540392,864.0374568292041
blocked,34271051111,1,state_init,88930.0,67.34917950540392,864.0383146191859
blocked,34271051111,1,state_init,88939.0,67.34760322275912,864.044520359054
blocked,34271051111,1,state_init,88947.0,67.34760322275912,864.0551421288282
blocked,34271051111,1,state_init,88956.0,67.34890133787843,864.0587533187515
blocked,34271051111,1,state_init,88964.0,67.34686144269097,864.062353918675
blocked,34271051111,1,state_init,88973.0,67.34231803977372,864.0627563386664
blocked,34271051111,1,state_init,88980.0,67.33990725455226,864.0671723685725
blocked,34271051111,1,state_init,88989.0,67.32228997793442,864.0562964388038
blocked,34271051111,1,state_init,88997.0,67.3064344289782,864.0459605990234
blocked,34271051111,1,state_init,89006.0,67.2996656858565,864.0469772390018
blocked,34271051111,1,state_init,89014.0,67.29484411541375,864.0418728591102
blocked,34271051111,1,state_init,89023.0,67.29271149771779,864.0479621089808
blocked,34271051111,1,state_init,89030.0,67.29020798998783,864.0481950889758
blocked,34271051111,1,state_init,89039.0,67.28983709995384,864.0581920487634
blocked,34271051111,1,state_init,89047.0,67.2868699796814,864.0594204887373
blocked,34271051111,1,state_init,89056.0,67.2832538018493,864.0636564886473
blocked,34271051111,1,state_init,89064.0,67.27463060855729,864.0614008186953
blocked,34271051111,1,state_init,89072.0,67.25710605444777,864.05458085884
blocked,34271051111,1,state_init,89080.0,67.24542301837482,864.0427412390917
blocked,34271051111,1,state_init,89089.0,67.21575181564987,864.020798759558
