condition,subject,trial,su,rotation,rt,mt,ep
interleaved,34,1,26.78,0.0,962,163,-1.58
interleaved,34,2,26.78,0.0,664,169,-1.53
interleaved,34,3,26.78,0.0,613,662,-1.61
interleaved,34,4,26.78,0.0,692,923,-1.51
interleaved,34,5,0.0,0.0,664,713,-1.6
interleaved,34,6,0.0,0.0,634,133,-1.55
interleaved,34,7,0.0,0.0,654,123,-1.58
interleaved,34,8,26.78,0.0,410,163,-1.65
interleaved,34,9,26.78,0.0,532,163,-1.66
interleaved,34,10,0.0,0.0,667,133,-1.59
interleaved,34,11,0.0,0.0,565,154,-1.58
interleaved,34,12,0.0,0.0,676,163,-1.58
interleaved,34,13,26.78,0.0,533,163,-1.56
interleaved,34,14,26.78,0.0,573,184,-1.58
interleaved,34,15,26.78,0.0,551,194,-1.68
interleaved,34,16,26.78,0.0,582,215,-1.62
interleaved,34,17,0.0,0.0,522,224,-1.57
interleaved,34,18,26.78,0.0,571,174,-1.57
interleaved,34,19,26.78,0.0,469,194,-1.62
interleaved,34,20,0.0,0.0,551,214,-1.49
interleaved,34,21,0.0,0.0,770,216,-1.62
interleaved,34,22,26.78,0.0,542,184,-1.62
interleaved,34,23,0.0,0.0,714,296,-1.68
interleaved,34,24,26.78,0.0,511,194,-1.5
interleaved,34,25,0.0,0.0,624,153,-1.62
interleaved,34,26,0.0,0.0,542,184,-1.62
interleaved,34,27,26.78,0.0,624,235,-1.57
interleaved,34,28,0.0,0.0,594,214,-1.73
interleaved,34,29,26.78,0.0,591,194,-1.52
interleaved,34,30,26.78,0.26,594,627,-1.92
interleaved,34,31,26.78,0.26,635,205,-1.73
interleaved,34,32,26.78,0.26,737,481,-1.59
interleaved,34,33,0.0,0.26,656,174,-1.75
interleaved,34,34,26.78,0.26,583,154,-1.55
interleaved,34,35,0.0,0.26,583,194,-1.63
interleaved,34,36,0.0,0.26,675,122,-1.39
interleaved,34,37,26.78,0.26,573,153,-1.31
interleaved,34,38,26.78,0.26,692,131,-1.37
interleaved,34,39,0.0,0.26,625,164,-1.48
interleaved,34,40,0.0,0.26,481,123,-1.5
interleaved,34,41,26.78,0.26,561,123,-1.27
interleaved,34,42,26.78,0.26,624,143,-1.32
interleaved,34,43,0.0,0.26,612,143,-1.25
interleaved,34,44,26.78,0.26,652,150,-1.29
interleaved,34,45,26.78,0.26,757,134,-1.35
interleaved,34,46,0.0,0.26,531,154,-1.33
interleaved,34,47,0.0,0.26,641,153,-1.33
