condition,subject,trial,su,rotation,rt,mt,ep
interleaved,38,1,26.78,0.0,18,982,-1.7
interleaved,38,2,0.0,0.0,433,118,-1.64
interleaved,38,3,0.0,0.0,555,153,-1.72
interleaved,38,4,26.78,0.0,609,170,-1.69
interleaved,38,5,26.78,0.0,444,662,-1.65
interleaved,38,6,0.0,0.0,577,175,-1.68
interleaved,38,7,26.78,0.0,617,1327,-1.71
interleaved,38,8,0.0,0.0,460,162,-1.62
interleaved,38,9,0.0,0.0,708,691,-1.68
interleaved,38,10,0.0,0.0,727,135,-1.65
interleaved,38,11,26.78,0.0,616,126,-1.52
interleaved,38,12,26.78,0.0,592,125,-1.54
interleaved,38,13,0.0,0.0,583,144,-1.58
interleaved,38,14,0.0,0.0,674,592,-1.68
interleaved,38,15,26.78,0.0,521,146,-1.66
interleaved,38,16,26.78,0.0,547,125,-1.63
interleaved,38,17,0.0,0.0,480,144,-1.63
interleaved,38,18,0.0,0.0,522,170,-1.57
interleaved,38,19,26.78,0.0,506,159,-1.58
interleaved,38,20,26.78,0.0,504,165,-1.64
interleaved,38,21,26.78,0.0,403,988,-1.62
interleaved,38,22,26.78,0.0,458,490,-1.67
interleaved,38,23,26.78,0.0,523,123,-1.64
interleaved,38,24,0.0,0.0,661,127,-1.61
interleaved,38,25,26.78,0.0,439,183,-1.68
interleaved,38,26,0.0,0.0,388,145,-1.65
interleaved,38,27,0.0,0.0,405,103,-1.54
interleaved,38,28,26.78,0.0,417,137,-1.68
interleaved,38,29,26.78,0.0,420,117,-1.64
interleaved,38,30,0.0,0.26,412,164,-1.83
interleaved,38,31,0.0,0.26,453,156,-1.82
interleaved,38,32,26.78,0.26,648,79,-1.89
interleaved,38,33,0.0,0.26,552,106,-1.37
interleaved,38,34,26.78,0.26,439,106,-1.73
interleaved,38,35,26.78,0.26,470,96,-1.78
interleaved,38,36,26.78,0.26,503,68,-1.15
interleaved,38,37,26.78,0.26,781,116,-1.65
interleaved,38,38,0.0,0.26,921,87,-1.22
interleaved,38,39,26.78,0.26,804,106,-1.84
interleaved,38,40,0.0,0.26,925,88,-1.43
interleaved,38,41,26.78,0.26,904,77,-0.99
interleaved,38,42,26.78,0.26,859,87,-1.7
interleaved,38,43,26.78,0.26,1160,96,-1.64
interleaved,38,44,26.78,0.26,908,89,-1.61
interleaved,38,45,0.0,0.26,907,97,-1.53
interleaved,38,46,26.78,0.26,978,96,-1.61
interleaved,38,47,0.0,0.26,1378,77,-1.75
interleaved,38,48,0.0,0.26,1696,98,-1.2
interleaved,38,49,26.78,0.26,1284,109,-1.6
interleaved,38,50,0.0,0.26,685,102,-1.97
interleaved,38,51,26.78,0.26,1588,87,-1.49
interleaved,38,52,26.78,0.26,905,96,-1.66
interleaved,38,53,26.78,0.26,1641,87,-1.22
interleaved,38,54,26.78,0.26,913,107,-1.72
interleaved,38,55,0.0,0.26,943,117,-1.54
interleaved,38,56,26.78,0.26,786,97,-1.99
interleaved,38,57,0.0,0.26,616,92,-1.4
interleaved,38,58,26.78,0.26,910,107,-1.43
interleaved,38,59,0.0,0.26,876,87,-1.47
interleaved,38,60,26.78,0.26,650,79,-1.22
interleaved,38,61,26.78,0.26,837,83,-1.43
interleaved,38,62,0.0,0.26,750,88,-1.46
interleaved,38,63,0.0,0.26,554,107,-1.54
interleaved,38,64,0.0,0.26,591,109,-1.27
interleaved,38,65,26.78,0.26,563,99,-1.27
interleaved,38,66,0.0,0.26,818,112,-1.65
interleaved,38,67,0.0,0.26,631,91,-1.56
interleaved,38,68,26.78,0.26,719,90,-1.51
interleaved,38,69,26.78,0.26,757,112,-1.48
interleaved,38,70,0.0,0.26,482,125,-1.79
interleaved,38,71,0.0,0.26,481,93,-1.28
interleaved,38,72,0.0,0.26,450,123,-1.64
