condition,subject,trial,su,rotation,rt,mt,ep
blocked,1303,1,26.78,0.0,1209,116,-1.73
blocked,1303,2,26.78,0.0,387,142,-1.64
blocked,1303,3,26.78,0.0,317,144,-1.6
blocked,1303,4,0.0,0.0,358,125,-1.64
blocked,1303,5,0.0,0.0,283,149,-1.58
blocked,1303,6,26.78,0.0,392,134,-1.61
blocked,1303,7,0.0,0.0,374,117,-1.57
blocked,1303,8,26.78,0.0,334,133,-1.64
blocked,1303,9,0.0,0.0,330,142,-1.64
blocked,1303,10,26.78,0.0,285,124,-1.53
blocked,1303,11,0.0,0.0,284,116,-1.55
blocked,1303,12,26.78,0.0,235,118,-1.56
blocked,1303,13,0.0,0.0,300,116,-1.62
blocked,1303,14,26.78,0.0,225,127,-1.56
blocked,1303,15,0.0,0.0,333,109,-1.62
blocked,1303,16,26.78,0.0,390,116,-1.55
blocked,1303,17,26.78,0.0,224,127,-1.56
blocked,1303,18,0.0,0.0,350,117,-1.6
blocked,1303,19,26.78,0.0,341,125,-1.57
blocked,1303,20,0.0,0.0,317,124,-1.56
blocked,1303,21,0.0,0.0,339,142,-1.62
blocked,1303,22,0.0,0.0,390,117,-1.66
blocked,1303,23,0.0,0.0,417,116,-1.52
blocked,1303,24,0.0,0.0,316,126,-1.62
blocked,1303,25,26.78,0.0,306,132,-1.54
blocked,1303,26,26.78,0.0,275,125,-1.58
blocked,1303,27,0.0,0.0,365,118,-1.6
blocked,1303,28,26.78,0.0,142,143,-1.59
blocked,1303,29,0.0,0.0,308,142,-1.53
