condition,subject,trial,su,rotation,rt,mt,ep
blocked,41,1,0.0,0.0,408,133,-1.63
blocked,41,2,0.0,0.0,442,308,-1.84
blocked,41,3,26.78,0.0,391,192,-1.81
blocked,41,4,26.78,0.0,300,134,-1.59
blocked,41,5,26.78,0.0,309,725,-1.67
blocked,41,6,26.78,0.0,309,118,-1.54
blocked,41,7,0.0,0.0,276,117,-1.56
blocked,41,8,26.78,0.0,317,100,-1.49
blocked,41,9,26.78,0.0,341,83,-1.66
blocked,41,10,26.78,0.0,285,83,-1.64
blocked,41,11,26.78,0.0,475,91,-1.57
blocked,41,12,0.0,0.0,309,107,-1.62
blocked,41,13,26.78,0.0,274,84,-1.63
blocked,41,14,26.78,0.0,275,76,-1.5
blocked,41,15,0.0,0.0,279,93,-1.73
blocked,41,16,0.0,0.0,307,100,-1.7
blocked,41,17,0.0,0.0,300,92,-1.71
blocked,41,18,0.0,0.0,316,82,-1.69
blocked,41,19,26.78,0.0,290,83,-1.72
blocked,41,20,0.0,0.0,275,75,-1.55
blocked,41,21,0.0,0.0,357,100,-1.7
blocked,41,22,0.0,0.0,291,84,-1.63
blocked,41,23,26.78,0.0,276,83,-1.67
blocked,41,24,0.0,0.0,284,83,-1.62
blocked,41,25,26.78,0.0,300,84,-1.71
blocked,41,26,26.78,0.0,300,100,-1.64
blocked,41,27,26.78,0.0,308,83,-1.74
blocked,41,28,0.0,0.0,333,83,-1.65
blocked,41,29,26.78,0.0,283,83,-1.68
blocked,41,30,0.0,0.26,383,92,-1.83
blocked,41,31,0.0,0.26,309,83,-2.07
blocked,41,32,0.0,0.26,324,75,-1.89
blocked,41,33,0.0,0.26,284,83,-1.95
blocked,41,34,0.0,0.26,250,83,-1.89
blocked,41,35,0.0,0.26,283,75,-1.93
blocked,41,36,0.0,0.26,250,83,-1.86
blocked,41,37,0.0,0.26,299,78,-1.86
blocked,41,38,0.0,0.26,500,76,-1.84
blocked,41,39,0.0,0.26,266,84,-1.81
blocked,41,40,0.0,0.26,300,84,-1.96
blocked,41,41,0.0,0.26,308,67,-1.81
blocked,41,42,0.0,0.26,284,58,-1.81
blocked,41,43,0.0,0.26,291,83,-1.79
blocked,41,44,0.0,0.26,384,74,-1.84
blocked,41,45,0.0,0.26,333,75,-1.9
blocked,41,46,0.0,0.26,291,76,-1.82
blocked,41,47,0.0,0.26,300,67,-1.92
blocked,41,48,0.0,0.26,325,83,-1.97
blocked,41,49,0.0,0.26,325,67,-1.95
blocked,41,50,0.0,0.26,268,83,-1.84
blocked,41,51,0.0,0.26,322,69,-1.76
blocked,41,52,0.0,0.26,291,75,-1.76
blocked,41,53,0.0,0.26,283,83,-1.84
blocked,41,54,0.0,0.26,341,67,-1.92
blocked,41,55,0.0,0.26,274,59,-1.78
blocked,41,56,0.0,0.26,308,75,-1.91
blocked,41,57,0.0,0.26,351,75,-1.95
blocked,41,58,0.0,0.26,309,66,-1.98
blocked,41,59,0.0,0.26,284,83,-1.83
blocked,41,60,0.0,0.26,292,58,-1.95
blocked,41,61,0.0,0.26,317,58,-1.77
blocked,41,62,0.0,0.26,309,66,-1.79
blocked,41,63,0.0,0.26,309,83,-1.78
blocked,41,64,0.0,0.26,308,83,-1.79
blocked,41,65,0.0,0.26,358,67,-1.82
blocked,41,66,0.0,0.26,300,84,-1.83
blocked,41,67,0.0,0.26,391,75,-1.82
blocked,41,68,0.0,0.26,317,74,-1.75
blocked,41,69,0.0,0.26,424,75,-2.0
blocked,41,70,0.0,0.26,366,84,-1.91
blocked,41,71,0.0,0.26,292,67,-1.88
blocked,41,72,0.0,0.26,276,66,-1.78
blocked,41,73,0.0,0.26,250,67,-1.68
blocked,41,74,0.0,0.26,291,59,-1.76
blocked,41,75,0.0,0.26,350,58,-1.78
blocked,41,76,0.0,0.26,416,75,-1.76
blocked,41,77,0.0,0.26,316,100,-1.93
blocked,41,78,0.0,0.26,326,75,-1.74
blocked,41,79,0.0,0.26,300,58,-1.7
blocked,41,80,0.0,0.26,258,59,-1.61
blocked,41,81,0.0,0.26,300,59,-1.73
blocked,41,82,0.0,0.26,317,66,-1.64
blocked,41,83,0.0,0.26,300,58,-1.69
blocked,41,84,0.0,0.26,333,74,-1.79
blocked,41,85,0.0,0.26,300,75,-1.63
blocked,41,86,0.0,0.26,350,66,-1.69
blocked,41,87,0.0,0.26,326,66,-1.73
blocked,41,88,0.0,0.26,334,83,-1.86
blocked,41,89,0.0,0.26,374,67,-1.7
blocked,41,90,0.0,0.26,400,92,-1.77
blocked,41,91,0.0,0.26,400,75,-1.66
blocked,41,92,0.0,0.26,317,67,-1.58
blocked,41,93,0.0,0.26,374,66,-1.58
blocked,41,94,0.0,0.26,300,75,-1.6
blocked,41,95,0.0,0.26,325,58,-1.57
blocked,41,96,0.0,0.26,292,66,-1.56
blocked,41,97,0.0,0.26,333,67,-1.71
blocked,41,98,0.0,0.26,283,59,-1.56
blocked,41,99,0.0,0.26,292,58,-1.68
blocked,41,100,0.0,0.26,326,59,-1.56
blocked,41,101,0.0,0.26,416,92,-1.77
blocked,41,102,0.0,0.26,325,75,-1.78
blocked,41,103,0.0,0.26,275,75,-1.62
blocked,41,104,0.0,0.26,341,83,-1.76
blocked,41,105,0.0,0.26,300,84,-1.88
blocked,41,106,0.0,0.26,350,75,-1.62
blocked,41,107,0.0,0.26,334,66,-1.64
blocked,41,108,0.0,0.26,283,67,-1.69
blocked,41,109,0.0,0.26,325,67,-1.56
blocked,41,110,0.0,0.26,425,100,-1.66
blocked,41,111,0.0,0.26,333,92,-1.7
blocked,41,112,0.0,0.26,317,58,-1.53
blocked,41,113,0.0,0.26,433,75,-1.77
blocked,41,114,0.0,0.26,341,83,-1.66
blocked,41,115,0.0,0.26,324,75,-1.68
blocked,41,116,0.0,0.26,349,76,-1.71
blocked,41,117,0.0,0.26,283,59,-1.61
blocked,41,118,0.0,0.26,350,59,-1.6
blocked,41,119,0.0,0.26,341,67,-1.65
blocked,41,120,0.0,0.26,334,67,-1.61
blocked,41,121,0.0,0.26,359,66,-1.64
blocked,41,122,0.0,0.26,366,63,-1.7
blocked,41,123,0.0,0.26,316,59,-1.53
blocked,41,124,0.0,0.26,344,57,-1.68
blocked,41,125,0.0,0.26,293,69,-1.65
blocked,41,126,0.0,0.26,350,74,-1.72
blocked,41,127,0.0,0.26,316,67,-1.73
blocked,41,128,0.0,0.26,300,84,-1.74
blocked,41,129,0.0,0.26,325,75,-1.63
blocked,41,130,0.0,0.0,333,67,-1.48
blocked,41,131,0.0,0.0,583,66,-1.51
blocked,41,132,0.0,0.0,308,59,-1.44
blocked,41,133,0.0,0.0,300,67,-1.54
blocked,41,134,0.0,0.0,325,67,-1.41
blocked,41,135,0.0,0.0,325,66,-1.53
blocked,41,136,0.0,0.0,318,90,-1.68
blocked,41,137,0.0,0.0,300,83,-1.55
blocked,41,138,0.0,0.0,318,75,-1.74
blocked,41,139,0.0,0.0,318,82,-1.5
