condition,subject,trial,su,rotation,rt,mt,ep
interleaved,22,1,0.0,0.0,1292,899,-1.51
interleaved,22,2,26.78,0.0,1049,2358,-1.23
interleaved,22,3,26.78,0.0,1025,1166,-1.16
interleaved,22,4,26.78,0.0,833,908,-1.31
interleaved,22,5,26.78,0.0,1033,1075,-2.02
interleaved,22,6,0.0,0.0,957,958,-1.66
interleaved,22,7,26.78,0.0,542,791,-1.18
interleaved,22,8,26.78,0.0,926,666,-1.09
interleaved,22,9,0.0,0.0,634,633,-1.17
interleaved,22,10,26.78,0.0,942,116,-1.35
interleaved,22,11,0.0,0.0,1183,175,-1.52
interleaved,22,12,26.78,0.0,1176,117,-1.35
interleaved,22,13,26.78,0.0,709,150,-1.45
interleaved,22,14,26.78,0.0,661,142,-1.43
interleaved,22,15,0.0,0.0,716,117,-1.38
interleaved,22,16,26.78,0.0,934,91,-1.3
interleaved,22,17,0.0,0.0,585,116,-1.44
interleaved,22,18,0.0,0.0,892,91,-1.45
interleaved,22,19,0.0,0.0,676,225,-1.44
interleaved,22,20,26.78,0.0,775,91,-1.51
interleaved,22,21,0.0,0.0,573,109,-1.44
interleaved,22,22,26.78,0.0,734,100,-1.49
interleaved,22,23,0.0,0.0,574,200,-1.44
interleaved,22,24,0.0,0.0,516,117,-1.48
interleaved,22,25,0.0,0.0,592,95,-1.17
interleaved,22,26,26.78,0.0,691,92,-1.3
interleaved,22,27,0.0,0.0,534,124,-1.48
interleaved,22,28,0.0,0.0,599,125,-1.46
interleaved,22,29,26.78,0.0,574,117,-1.31
interleaved,22,30,26.78,0.26,609,166,-1.81
interleaved,22,31,26.78,0.26,475,125,-1.78
interleaved,22,32,0.0,0.26,471,125,-1.63
interleaved,22,33,0.0,0.26,499,100,-1.67
interleaved,22,34,0.0,0.26,659,199,-1.62
interleaved,22,35,0.0,0.26,501,118,-1.52
interleaved,22,36,0.0,0.26,599,150,-1.68
interleaved,22,37,0.0,0.26,583,100,-1.63
interleaved,22,38,0.0,0.26,743,133,-1.69
interleaved,22,39,0.0,0.26,772,442,-1.71
interleaved,22,40,26.78,0.26,609,194,-1.52
interleaved,22,41,0.0,0.26,850,548,-1.68
interleaved,22,42,0.0,0.26,776,207,-1.56
interleaved,22,43,0.0,0.26,542,257,-1.59
interleaved,22,44,26.78,0.26,527,432,-1.61
interleaved,22,45,0.0,0.26,550,225,-1.54
interleaved,22,46,26.78,0.26,583,383,-1.51
interleaved,22,47,26.78,0.26,767,200,-1.38
interleaved,22,48,0.0,0.26,658,116,-1.58
interleaved,22,49,0.0,0.26,717,117,-1.59
interleaved,22,50,26.78,0.26,525,133,-1.51
interleaved,22,51,0.0,0.26,450,134,-1.51
interleaved,22,52,0.0,0.26,558,192,-1.65
interleaved,22,53,26.78,0.26,617,116,-1.52
interleaved,22,54,0.0,0.26,468,149,-1.59
interleaved,22,55,26.78,0.26,574,183,-1.65
interleaved,22,56,0.0,0.26,517,150,-1.54
interleaved,22,57,26.78,0.26,433,117,-1.56
interleaved,22,58,26.78,0.26,750,135,-1.64
interleaved,22,59,26.78,0.26,425,161,-1.5
interleaved,22,60,0.0,0.26,668,316,-1.58
interleaved,22,61,0.0,0.26,542,183,-1.51
interleaved,22,62,26.78,0.26,608,100,-1.52
interleaved,22,63,26.78,0.26,600,91,-1.57
interleaved,22,64,0.0,0.26,625,125,-1.56
interleaved,22,65,26.78,0.26,583,108,-1.68
interleaved,22,66,26.78,0.26,624,103,-1.57
interleaved,22,67,26.78,0.26,539,133,-1.6
interleaved,22,68,0.0,0.26,531,133,-1.61
interleaved,22,69,26.78,0.26,723,125,-1.55
interleaved,22,70,0.0,0.26,683,116,-1.53
interleaved,22,71,26.78,0.26,567,133,-1.62
interleaved,22,72,0.0,0.26,574,216,-1.49
interleaved,22,73,0.0,0.26,876,350,-1.66
interleaved,22,74,26.78,0.26,508,275,-1.61
interleaved,22,75,26.78,0.26,524,492,-1.75
interleaved,22,76,0.0,0.26,1031,208,-1.57
interleaved,22,77,0.0,0.26,1124,158,-1.73
interleaved,22,78,26.78,0.26,2035,331,-1.61
interleaved,22,79,26.78,0.26,641,176,-1.59
interleaved,22,80,26.78,0.26,567,133,-1.57
interleaved,22,81,0.0,0.26,724,134,-1.5
interleaved,22,82,0.0,0.26,758,292,-1.63
interleaved,22,83,26.78,0.26,649,142,-1.57
interleaved,22,84,26.78,0.26,609,157,-1.61
interleaved,22,85,26.78,0.26,458,200,-1.55
interleaved,22,86,26.78,0.26,533,184,-1.57
interleaved,22,87,26.78,0.26,959,158,-1.66
interleaved,22,88,26.78,0.26,533,292,-1.57
interleaved,22,89,26.78,0.26,684,257,-1.63
interleaved,22,90,0.0,0.26,626,249,-1.5
interleaved,22,91,26.78,0.26,441,492,-1.54
interleaved,22,92,0.0,0.26,591,242,-1.52
interleaved,22,93,0.0,0.26,760,177,-1.61
interleaved,22,94,0.0,0.26,439,259,-1.55
interleaved,22,95,26.78,0.26,534,425,-1.68
interleaved,22,96,26.78,0.26,483,150,-1.58
interleaved,22,97,26.78,0.26,626,182,-1.61
interleaved,22,98,26.78,0.26,674,159,-1.58
interleaved,22,99,26.78,0.26,609,224,-1.49
interleaved,22,100,26.78,0.26,491,400,-1.53
interleaved,22,101,26.78,0.26,543,183,-1.5
interleaved,22,102,26.78,0.26,508,276,-1.59
interleaved,22,103,0.0,0.26,665,237,-1.61
interleaved,22,104,26.78,0.26,458,302,-1.68
interleaved,22,105,26.78,0.26,550,209,-1.63
interleaved,22,106,0.0,0.26,666,158,-1.41
interleaved,22,107,26.78,0.26,521,142,-1.41
interleaved,22,108,26.78,0.26,742,133,-1.6
interleaved,22,109,0.0,0.26,609,132,-1.48
interleaved,22,110,26.78,0.26,442,103,-1.6
interleaved,22,111,26.78,0.26,524,100,-1.59
interleaved,22,112,0.0,0.26,716,109,-1.64
interleaved,22,113,26.78,0.26,541,126,-1.41
interleaved,22,114,0.0,0.26,392,150,-1.48
interleaved,22,115,26.78,0.26,682,117,-1.59
interleaved,22,116,0.0,0.26,489,295,-1.69
interleaved,22,117,26.78,0.26,508,150,-1.67
interleaved,22,118,0.0,0.26,447,136,-1.58
interleaved,22,119,26.78,0.26,517,100,-1.53
interleaved,22,120,0.0,0.26,386,181,-1.55
interleaved,22,121,26.78,0.26,600,167,-1.57
